
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000020                       # Number of seconds simulated (Second)
simTicks                                     19637000                       # Number of ticks simulated (Tick)
finalTick                                    19637000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.05                       # Real time elapsed on the host (Second)
hostTickRate                                393613823                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16953116                       # Number of bytes of host memory used (Byte)
simInsts                                         5898                       # Number of instructions simulated (Count)
simOps                                           5922                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   117925                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     118381                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                            19639                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               3.329773                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.300321                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                           11990                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      101                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                          10158                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    125                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                 6168                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined              3370                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  50                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples               11092                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.915795                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.844446                       # Number of insts issued each cycle (Count)
system.mem_ctrls.wrQLenPdf::87                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::88                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::89                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::90                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::91                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::92                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::93                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::94                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::95                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::96                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::97                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::98                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::99                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::100                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::101                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::102                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::103                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::104                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::105                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::106                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::107                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::108                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::109                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::110                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::111                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::112                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::113                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::114                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::115                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::116                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::117                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::118                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::119                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::120                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::121                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::122                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::123                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::124                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::125                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::126                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::127                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::128                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::129                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::130                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::131                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::132                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::133                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::134                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::135                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::136                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::137                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::138                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::139                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::140                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::141                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::142                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::143                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::144                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::145                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::146                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::147                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::148                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::149                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::150                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::151                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::152                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::153                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::154                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::155                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::156                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::157                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::158                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::159                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::160                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::161                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::162                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::163                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::164                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::165                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::166                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::167                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::168                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::169                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::170                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::171                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::172                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::173                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::174                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::175                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::176                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::177                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::178                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::179                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::180                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::181                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::182                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::183                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::184                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::185                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::186                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::187                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::188                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::189                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::190                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::191                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::192                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::193                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::194                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::195                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::196                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::197                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::198                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::199                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::200                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::201                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::202                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::203                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::204                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::205                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::206                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::207                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::208                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::209                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::210                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::211                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::212                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::213                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::214                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::215                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::216                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::217                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::218                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::219                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::220                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::221                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::222                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::223                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::224                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::225                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::226                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::227                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::228                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::229                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::230                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::231                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::232                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::233                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::234                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::235                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::236                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::237                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::238                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::239                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::240                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::241                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::242                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::243                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::244                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::245                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::246                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::247                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::248                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::249                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::250                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::251                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::252                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::253                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::254                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::255                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::256                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::257                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::258                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::259                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::260                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::261                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::262                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::263                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::264                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::265                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::266                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::267                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::268                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::269                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::270                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::271                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::272                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::273                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::274                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::275                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::276                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::277                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::278                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::279                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::280                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::281                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::282                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::283                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::284                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::285                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::286                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::287                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::288                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::289                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::290                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::291                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::292                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::293                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::294                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::295                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::296                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::297                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::298                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::299                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::300                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::301                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::302                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::303                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::304                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::305                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::306                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::307                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::308                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::309                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::310                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::311                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::312                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::313                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::314                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::315                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::316                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::317                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::318                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::319                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::320                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::321                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::322                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::323                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::324                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::325                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::326                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::327                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::328                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::329                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::330                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::331                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::332                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::333                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::334                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::335                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::336                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::337                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::338                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::339                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::340                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::341                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::342                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::343                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::344                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::345                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::346                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::347                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::348                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::349                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::350                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::351                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::352                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::353                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::354                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::355                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::356                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::357                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::358                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::359                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::360                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::361                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::362                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::363                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::364                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::365                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::366                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::367                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::368                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::369                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::370                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::371                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::372                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::373                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::374                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::375                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::376                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::377                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::378                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::379                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::380                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::381                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::382                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::383                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::384                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::385                     0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::386                     0                       # What write queue length does an incoming req see (Count)
