
---------- Begin Simulation Statistics ----------
simSeconds                                   0.016680                       # Number of seconds simulated (Second)
simTicks                                  16679645000                       # Number of ticks simulated (Tick)
finalTick                                 16679645000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     74.55                       # Real time elapsed on the host (Second)
hostTickRate                                223736955                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16992948                       # Number of bytes of host memory used (Byte)
simInsts                                     45298714                       # Number of instructions simulated (Count)
simOps                                       45298738                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   607625                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     607625                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         16679646                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.368215                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.715808                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        59230167                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      250                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       52165591                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    565                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             13931678                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          10025168                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  92                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            16663413                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.130547                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.393008                       # Number of insts issued each cycle (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                   865                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED  16679645000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy               919000                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             1668000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy              921000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests             919                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests           54                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops                 0                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.mem_ctrls.avgPriority_cpu.inst::samples       557.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.data::samples       307.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.priorityMinLatency      0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrls.priorityMaxLatency      0.000000579750                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrls.numReadWriteTurnArounds            0                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrls.numWriteReadTurnArounds            0                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrls.numStayReadState                5982                       # Number of times bus staying in READ state (Count)
system.mem_ctrls.numStayWriteState                  0                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrls.readReqs                         864                       # Number of read requests accepted (Count)
system.mem_ctrls.writeReqs                          0                       # Number of write requests accepted (Count)
system.mem_ctrls.readBursts                       864                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrls.writeBursts                        0                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrls.servicedByWrQ                      0                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrls.mergedWrBursts                     0                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrls.avgRdQLen                       1.13                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrls.avgWrQLen                       0.00                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry (Count)
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::6                   864                       # Read request sizes (log2) (Count)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::6                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.rdQLenPdf::0                     459                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::1                     235                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::2                      98                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::3                      45                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::4                      18                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::5                       6                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::6                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::7                       2                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::32                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::33                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::34                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::35                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::36                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::37                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::38                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::39                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::40                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::41                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::42                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::43                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::44                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::45                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::46                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::47                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::48                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::49                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::50                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::51                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::52                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::53                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::54                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::55                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::56                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::57                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::58                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::59                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::60                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::61                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::62                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::63                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::64                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::65                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::66                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::67                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::68                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::69                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::70                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::71                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::72                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::73                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::74                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::75                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::76                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::77                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::78                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::79                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::80                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::81                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::82                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::83                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::84                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::85                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::86                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::87                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::88                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::89                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::90                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::91                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::92                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::93                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::94                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::95                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::96                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::97                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::98                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::99                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::100                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::101                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::102                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::103                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::104                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::105                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::106                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::107                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::108                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::109                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::110                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::111                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::112                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::113                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::114                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::115                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::116                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::117                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::118                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::119                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::120                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::121                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::122                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::123                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::124                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::125                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::126                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::127                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::128                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::129                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::130                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::131                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::132                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::133                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::134                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::135                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::136                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::137                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::138                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::139                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::140                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::141                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::142                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::143                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::144                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::145                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::146                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::147                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::148                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::149                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::150                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::151                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::152                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::153                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::154                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::155                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::156                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::157                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::158                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::159                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::160                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::161                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::162                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::163                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::164                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::165                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::166                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::167                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::168                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::169                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::170                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::171                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::172                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::173                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::174                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::175                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::176                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::177                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::178                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::179                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::180                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::181                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::182                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::183                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::184                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::185                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::186                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::187                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::188                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::189                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::190                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::191                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::192                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::193                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::194                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::195                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::196                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::197                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::198                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::199                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::200                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::201                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::202                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::203                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::204                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::205                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::206                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::207                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::208                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::209                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::210                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::211                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::212                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::213                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::214                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::215                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::216                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::217                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::218                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::219                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::220                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::221                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::222                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::223                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::224                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::225                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::226                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::227                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::228                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::229                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::230                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::231                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::232                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::233                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::234                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::235                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::236                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::237                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::238                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::239                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::240                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::241                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::242                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::243                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::244                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::245                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::246                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::247                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::248                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::249                     0                       # What read queue length does an incoming req see (Count)
